https://grahamcluley.com/feed/,Graham Cluley
https://threatpost.com/feed/,Threatpost
https://krebsonsecurity.com/feed/,Krebs on Security
https://www.darkreading.com/rss.xml,Dark Reading
https://www.welivesecurity.com/feed/,We Live Security (ESET)
https://davinciforensics.co.za/cybersecurity/feed/,DaVinci Forensics
https://blogs.cisco.com/security/feed,Cisco Security
https://www.infosecurity-magazine.com/rss/news/,Infosecurity Magazine
https://blog.google/threat-analysis-group/rss/,Google TAG
https://blog.google/security/feed/,Google Security Blog
https://www.trendmicro.com/en_us/research/rss.xml,Trend Micro Research
https://www.bleepingcomputer.com/feed/,BleepingComputer
https://www.proofpoint.com/us/rss.xml,Proofpoint
https://thehackernews.com/feeds/posts/default,Hacker News
https://www.schneier.com/feed/atom/,Schneier on Security
https://www.binarydefense.com/feed/,Binary Defense
https://securelist.com/feed/,Securelist (Kaspersky)
https://research.checkpoint.com/feed/,Checkpoint Research
https://www.virusbulletin.com/rss,Virus Bulletin
https://modexp.wordpress.com/feed/,Modexp Blog
https://www.tiraniddo.dev/feeds/posts/default,James Forshaw
https://blog.xpnsec.com/rss.xml,Adam Chester (XPN)
https://msrc-blog.microsoft.com/feed/,Microsoft Security Blog
https://api.msrc.microsoft.com/update-guide/rss,MSRC Security Updates
https://www.recordedfuture.com/feed,Recorded Future
https://www.sentinelone.com/feed/,SentinelOne
https://redcanary.com/feed/,Red Canary
https://www.cisa.gov/uscert/ncas/alerts.xml,CISA Alerts
https://www.ncsc.gov.uk/api/1/services/v1/report-rss-feed.xml,NCSC Advisories
https://www.cisecurity.org/feed/advisories,Center for Internet Security
https://cert.ssi.gouv.fr/alerte/feed/,CERT-FR Alertes
https://cert.ssi.gouv.fr/avis/feed/,CERT-FR Avis
https://www.enisa.europa.eu/publications/RSS,ENISA Publications
https://techcommunity.microsoft.com/plugins/custom/microsoft/o365/custom-blog-rss?board=MicrosoftSentinelBlog&size=25,Microsoft Sentinel
https://research.nccgroup.com/category/threat-intelligence/feed/,NCC Group
https://isc.sans.edu/rssfeed.xml,SANS Internet Storm Center
https://www.databreaches.net/feed/,DataBreaches.net
https://unit42.paloaltonetworks.com/feed/,Unit42 (Palo Alto)
https://nakedsecurity.sophos.com/feed/,Sophos Naked Security
https://binarly.io/rss.xml,Binarly
https://securitylabs.datadoghq.com/rss/feed.xml,Datadog Security Labs
https://www.cloudvulndb.org/rss/feed.xml,Cloud Vuln DB
https://johnstawinski.com/feed/,John Stawinski
https://aws.amazon.com/security/security-bulletins/feed/,AWS Security Bulletins
https://arstechnica.com/feed/?category=security,Ars Technica Security
https://blog.malwarebytes.com/feed/,Malwarebytes Labs
https://medium.com/feed/@magoo/,Startup Security (Magoo)
https://medium.com/feed/starting-up-security,Starting Up Security
https://www.theregister.com/security/headlines.atom,The Register Security
https://medium.com/feed/threat-intel/,Symantec Threat Intel
https://ubuntu.com/security/notices/rss.xml,Ubuntu Security Notices
https://www.wired.com/feed/category/security/latest/rss,Wired Security
https://filestore.fortinet.com/fortiguard/rss/threatsignal.xml,FortiGuard Threat Signal
https://filestore.fortinet.com/fortiguard/rss/outbreakalert.xml,FortiGuard Outbreak Alerts
https://www.mandiant.com/resources/blog/rss.xml,Mandiant Threat Intel
https://www.crowdstrike.com/blog/feed/,CrowdStrike Threat Intel
https://blog.talosintelligence.com/feeds/posts/default,Cisco Talos Blog
https://thedfirreport.com/feed/,The DFIR Report
https://cert.europa.eu/publications/security-advisories/rss.xml,CERT-EU Advisories
https://www.flashpoint.io/blog/rss.xml,Flashpoint Intel
https://vulncheck.com/feed.xml,VulnCheck Research
https://troyhunt.com/feed/,Troy Hunt (Have I Been Pwned)
